edge,edge_weight
"('Famous Dex', 'Huncho Jack')",0.0
"('Metro Boomin', 'Huncho Jack')",0.0
"('Migos', 'Huncho Jack')",0.0
"('Swae Lee', 'Huncho Jack')",0.0
"('Young Thug', 'Huncho Jack')",0.0
"('A$AP ANT', 'Huncho Jack')",0.0
"('Ugly God', 'Huncho Jack')",0.0
"('Yung Bans', 'Huncho Jack')",0.0
"('21 Savage', 'Huncho Jack')",0.0
"('Landon Cube', 'Tyla Yaweh')",0.0
"('SAINt JHN', 'Tyla Yaweh')",0.0
"('Flipp Dinero', 'Tyla Yaweh')",0.0
"('GASHI', 'Tyla Yaweh')",0.0
"('88GLAM', 'Tyla Yaweh')",0.0
"('PnB Rock', 'Tyla Yaweh')",2.0
"('Lil Mosey', 'Tyla Yaweh')",0.0
"('Arizona Zervas', 'Tyla Yaweh')",0.0
"('Swae Lee', 'Tyla Yaweh')",0.0
"('Vory', 'Tyla Yaweh')",0.0
"('Yung Pinch', 'Tyla Yaweh')",0.0
"('Global Dan', 'Tyla Yaweh')",0.0
"('NAV', 'Tyla Yaweh')",0.0
"('gianni & kyle', 'Tyla Yaweh')",0.0
"('Nebu Kiniza', 'Tyla Yaweh')",0.0
"('Reo Cragun', 'Tyla Yaweh')",0.0
"('Roy Woods', 'Tyla Yaweh')",0.0
"('Tee Grizzley', 'Tyla Yaweh')",0.0
"('COTIS', 'Tyla Yaweh')",0.0
"('Lil Gnar', 'Tyla Yaweh')",0.0
"('Majid Jordan', '6LACK')",0.0
"('Yo Trane', '6LACK')",0.0
"('PARTYNEXTDOOR', '6LACK')",0.0
"('Roy Woods', '6LACK')",0.0
"('Ryan Trey', '6LACK')",0.0
"('TWENTY88', '6LACK')",0.0
"('Bryson Tiller', '6LACK')",0.0
"('Eli Sostre', '6LACK')",0.0
"('Che Ecru', '6LACK')",0.0
"('PnB Rock', '6LACK')",0.0
"('THEY.', '6LACK')",0.0
"('anders', '6LACK')",0.0
"('Nbdy', '6LACK')",0.0
"('Quavo', '6LACK')",0.0
"('SiR', '6LACK')",0.0
"('88GLAM', '6LACK')",0.0
"('TYuS', '6LACK')",0.0
"('Vory', '6LACK')",0.0
"('Xavier Omär', '6LACK')",0.0
"('Kaash Paige', '6LACK')",0.0
"('A$AP Mob', 'A$AP Ferg')",2.0
"('Desiigner', 'A$AP Ferg')",0.0
"('Huncho Jack', 'A$AP Ferg')",0.0
"('Mike WiLL Made-It', 'A$AP Ferg')",0.0
"('Quality Control', 'A$AP Ferg')",0.0
"('Rae Sremmurd', 'A$AP Ferg')",0.0
"('A$AP ANT', 'A$AP Ferg')",0.0
"('Migos', 'A$AP Ferg')",4.0
"('YG', 'A$AP Ferg')",0.0
"('Quavo', 'A$AP Ferg')",0.0
"('Sheck Wes', 'A$AP Ferg')",0.0
"('Waka Flocka Flame', 'A$AP Ferg')",2.0
"('A$AP Twelvyy', 'A$AP Ferg')",0.0
"('Juicy J', 'A$AP Ferg')",0.0
"('Cousin Stizz', 'A$AP Ferg')",0.0
"('Rich The Kid', 'A$AP Ferg')",2.0
"('Bobby Shmurda', 'A$AP Ferg')",0.0
"('ScHoolboy Q', 'A$AP Ferg')",4.0
"('Maxo Kream', 'A$AP Ferg')",0.0
"('2 Chainz', 'A$AP Ferg')",0.0
"('Huncho Jack', 'Quality Control')",0.0
"('Rich The Kid', 'Quality Control')",0.0
"('Ugly God', 'Quality Control')",0.0
"('Famous Dex', 'Quality Control')",0.0
"('Quavo', 'Quality Control')",24.0
"('Lil Yachty', 'Quality Control')",26.0
"('Jay Critch', 'Quality Control')",0.0
"('88GLAM', 'Quality Control')",0.0
"('Tee Grizzley', 'Quality Control')",4.0
"('Almighty Jay', 'Quality Control')",0.0
"('NAV', 'Quality Control')",0.0
"('Swae Lee', 'Quality Control')",0.0
"('Yung Bans', 'Quality Control')",0.0
"('Kap G', 'Quality Control')",0.0
"('A$AP Mob', 'Quality Control')",0.0
"('Mike WiLL Made-It', 'Quality Control')",0.0
"('A$AP Ferg', 'Quality Control')",0.0
"('YBN Nahmir', 'Quality Control')",0.0
"('PnB Rock', 'Quality Control')",2.0
"('HoodRich Pablo Juan', 'Quality Control')",0.0
"('Metro Boomin', 'Quavo')",0.0
"('Sheck Wes', 'Quavo')",0.0
"('Huncho Jack', 'Quavo')",13.0
"('Quality Control', 'Quavo')",0.0
"('21 Savage', 'Quavo')",1.0
"('88GLAM', 'Quavo')",0.0
"('Flipp Dinero', 'Quavo')",0.0
"('Young Thug', 'Quavo')",0.0
"('HoodRich Pablo Juan', 'Quavo')",0.0
"('Rich The Kid', 'Quavo')",1.0
"('NAV', 'Quavo')",0.0
"('Mike WiLL Made-It', 'Quavo')",0.0
"('Lil Yachty', 'Quavo')",0.0
"('A$AP Mob', 'Quavo')",0.0
"('Tm88', 'Quavo')",0.0
"('Young Nudy', 'Quavo')",0.0
"('Jay Critch', 'Quavo')",0.0
"('Offset', 'Quavo')",2.0
"('Kap G', 'Quavo')",0.0
"('Lil Keed', 'Quavo')",0.0
"('Scorey', 'The Kid LAROI')",0.0
"('Polo G', 'The Kid LAROI')",3.0
"('Lil Mosey', 'The Kid LAROI')",7.0
"('Lil Tecca', 'The Kid LAROI')",0.0
"('YNW Melly', 'The Kid LAROI')",0.0
"('Yung Pinch', 'The Kid LAROI')",0.0
"('PnB Rock', 'The Kid LAROI')",0.0
"('iann dior', 'The Kid LAROI')",0.0
"('Internet Money', 'The Kid LAROI')",5.0
"('Bankrol Hayden', 'The Kid LAROI')",0.0
"('Landon Cube', 'The Kid LAROI')",0.0
"('Arizona Zervas', 'The Kid LAROI')",0.0
"('24kGoldn', 'The Kid LAROI')",0.0
"('Tyla Yaweh', 'The Kid LAROI')",0.0
"('benny blanco', 'The Kid LAROI')",0.0
"('Dro Kenji', 'The Kid LAROI')",0.0
"('Lil Skies', 'The Kid LAROI')",0.0
"('KillBunk', 'The Kid LAROI')",0.0
"('Trippie Redd', 'The Kid LAROI')",0.0
"('Fresco Trey', 'The Kid LAROI')",0.0
"('Vory', 'SAINt JHN')",0.0
"('Amir Obe', 'SAINt JHN')",0.0
"('Anfa Rose', 'SAINt JHN')",0.0
"('Tyla Yaweh', 'SAINt JHN')",0.0
"('Reo Cragun', 'SAINt JHN')",0.0
"('Roy Woods', 'SAINt JHN')",0.0
"('88GLAM', 'SAINt JHN')",0.0
"('THEY.', 'SAINt JHN')",0.0
"('GASHI', 'SAINt JHN')",0.0
"('anders', 'SAINt JHN')",0.0
"('Quavo', 'SAINt JHN')",0.0
"('Quality Control', 'SAINt JHN')",0.0
"('Swae Lee', 'SAINt JHN')",0.0
"('FRVRFRIDAY', 'SAINt JHN')",0.0
"('PnB Rock', 'SAINt JHN')",0.0
"('070 Shake', 'SAINt JHN')",0.0
"('A.CHAL', 'SAINt JHN')",0.0
"('Jazz Cartier', 'SAINt JHN')",0.0
"('Belly', 'SAINt JHN')",0.0
"('NAV', 'SAINt JHN')",0.0
"('DeJ Loaf', 'Fetty Wap')",0.0
"('PnB Rock', 'Fetty Wap')",0.0
"('YFN Lucci', 'Fetty Wap')",0.0
"('Rae Sremmurd', 'Fetty Wap')",0.0
"('Kid Ink', 'Fetty Wap')",0.0
"('Desiigner', 'Fetty Wap')",0.0
"('Sage The Gemini', 'Fetty Wap')",0.0
"('Mike WiLL Made-It', 'Fetty Wap')",0.0
"('Rich Homie Quan', 'Fetty Wap')",0.0
"('Quality Control', 'Fetty Wap')",0.0
"('Mustard', 'Fetty Wap')",0.0
"('K CAMP', 'Fetty Wap')",0.0
"('Ty Dolla $ign', 'Fetty Wap')",0.0
"('Speaker Knockerz', 'Fetty Wap')",0.0
"('Rich The Kid', 'Fetty Wap')",0.0
"('Lil Yachty', 'Fetty Wap')",0.0
"('Young Money', 'Fetty Wap')",0.0
"('Soulja Boy', 'Fetty Wap')",0.0
"('Young Thug', 'Fetty Wap')",0.0
"('NAV', 'Fetty Wap')",0.0
"('Tee Grizzley', 'PnB Rock')",4.0
"('YK Osiris', 'PnB Rock')",0.0
"('Jay Critch', 'PnB Rock')",0.0
"('Quando Rondo', 'PnB Rock')",0.0
"('YFN Lucci', 'PnB Rock')",2.0
"('24hrs', 'PnB Rock')",2.0
"('NAV', 'PnB Rock')",0.0
"('Luh Kel', 'PnB Rock')",0.0
"('Roy Woods', 'PnB Rock')",2.0
"('Quality Control', 'PnB Rock')",0.0
"('Rich The Kid', 'PnB Rock')",0.0
"('BLEU', 'PnB Rock')",0.0
"('Vory', 'PnB Rock')",0.0
"('Shy Glizzy', 'PnB Rock')",0.0
"('Yung Tory', 'PnB Rock')",0.0
"('DeJ Loaf', 'PnB Rock')",0.0
"('YBN Nahmir', 'PnB Rock')",0.0
"('Young M.A', 'PnB Rock')",0.0
"('Scorey', 'PnB Rock')",0.0
"('Nebu Kiniza', 'PnB Rock')",0.0
"('Cam Meekins', 'mike.')",0.0
"('Luke Christopher', 'mike.')",0.0
"('Chris Webby', 'mike.')",0.0
"('Huey Mack', 'mike.')",0.0
"('Skizzy Mars', 'mike.')",0.0
"('Kid Quill', 'mike.')",0.0
"('Nate Good', 'mike.')",0.0
"('Justin Stone', 'mike.')",0.0
"('Aer', 'mike.')",0.0
"('Hoodie Allen', 'mike.')",0.0
"('Ryan Caraveo', 'mike.')",0.0
"('Sammy Adams', 'mike.')",0.0
"('Witt Lowry', 'mike.')",0.0
"('Bryce Vine', 'mike.')",0.0
"('gianni & kyle', 'mike.')",0.0
"('Cal Scruby', 'mike.')",0.0
"('G-Eazy', 'mike.')",0.0
"('Radical Something', 'mike.')",0.0
"(""The Dean's List"", 'mike.')",0.0
"('SonReal', 'mike.')",0.0
"('Madison Beer', 'Bazzi')",0.0
"('Khalid', 'Bazzi')",0.0
"('PRETTYMUCH', 'Bazzi')",0.0
"('Julia Michaels', 'Bazzi')",0.0
"('Jack & Jack', 'Bazzi')",0.0
"('ZAYN', 'Bazzi')",0.0
"(""Olivia O'Brien"", 'Bazzi')",0.0
"('Ruel', 'Bazzi')",0.0
"('Jessie Reyez', 'Bazzi')",0.0
"('John K', 'Bazzi')",0.0
"('Chelsea Cutler', 'Bazzi')",0.0
"('Lauv', 'Bazzi')",0.0
"('Bea Miller', 'Bazzi')",0.0
"('MAX', 'Bazzi')",0.0
"('benny blanco', 'Bazzi')",0.0
"('Marc E. Bassy', 'Bazzi')",0.0
"('Niall Horan', 'Bazzi')",0.0
"(""Why Don't We"", 'Bazzi')",0.0
"('AJ Mitchell', 'Bazzi')",0.0
"('Christian French', 'Bazzi')",0.0
"('Aminé', 'Jaden')",0.0
"('Duckwrth', 'Jaden')",0.0
"('070 Shake', 'Jaden')",0.0
"('Rich Brian', 'Jaden')",0.0
"('Yeek', 'Jaden')",0.0
"('BROCKHAMPTON', 'Jaden')",0.0
"('tobi lou', 'Jaden')",0.0
"('Saba', 'Jaden')",0.0
"('GoldLink', 'Jaden')",0.0
"('Choker', 'Jaden')",0.0
"('A$AP Mob', 'Jaden')",0.0
"('Huncho Jack', 'Jaden')",0.0
"('Roy Woods', 'Jaden')",0.0
"('Kevin Abstract', 'Jaden')",0.0
"('Sheck Wes', 'Jaden')",0.0
"('Smino', 'Jaden')",0.0
"('EARTHGANG', 'Jaden')",0.0
"('A$AP Ferg', 'Jaden')",0.0
"('Kota the Friend', 'Jaden')",0.0
"('Don Toliver', 'Jaden')",0.0
"('Hoodie Allen', 'G-Eazy')",1.0
"('mike.', 'G-Eazy')",0.0
"('Chris Webby', 'G-Eazy')",0.0
"('Skizzy Mars', 'G-Eazy')",0.0
"('Logic', 'G-Eazy')",0.0
"('Bryce Vine', 'G-Eazy')",0.0
"('Futuristic', 'G-Eazy')",0.0
"('Kid Ink', 'G-Eazy')",0.0
"('Lil Dicky', 'G-Eazy')",0.0
"('Tyla Yaweh', 'G-Eazy')",0.0
"('Ty Dolla $ign', 'G-Eazy')",3.0
"('Ryan Caraveo', 'G-Eazy')",0.0
"('VIC MENSA', 'G-Eazy')",0.0
"('Witt Lowry', 'G-Eazy')",0.0
"('Sammy Adams', 'G-Eazy')",0.0
"('mansionz', 'G-Eazy')",0.0
"('GASHI', 'G-Eazy')",0.0
"('Marc E. Bassy', 'G-Eazy')",5.0
"('Arizona Zervas', 'G-Eazy')",0.0
"('French Montana', 'G-Eazy')",2.0
