artist,related_to,id,popularity,followers,collaborations,genres_num,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,Wolves (feat. Post Malone),77.0,0c173mlxpT3dSFRgMO8XPh,0.724,0.675,2.0,-5.267,1.0,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,Easy Lover (feat. Big Sean),73.0,0c173mlxpT3dSFRgMO8XPh,0.675,0.817,5.0,-3.789,0.0,0.0497,0.00711,0.0,0.0839,0.446,105.964,215938.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,Hate Our Love (with Big Sean),67.0,0c173mlxpT3dSFRgMO8XPh,0.662,0.655,2.0,-5.44,1.0,0.26,0.462,0.0,0.124,0.356,82.079,226374.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",81.0,0c173mlxpT3dSFRgMO8XPh,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,Clique,67.0,0c173mlxpT3dSFRgMO8XPh,0.66,0.539,9.0,-5.947,0.0,0.324,0.0534,0.0,0.222,0.307,109.318,293613.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,Beware,73.0,0c173mlxpT3dSFRgMO8XPh,0.7,0.554,1.0,-5.909,1.0,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,I Know,74.0,0c173mlxpT3dSFRgMO8XPh,0.733,0.334,1.0,-11.314,1.0,0.0811,0.327,0.0,0.116,0.267,119.935,319973.0
Big Sean,Lil Wayne,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,10.0,8.0,I Don't Fuck With You,75.0,0c173mlxpT3dSFRgMO8XPh,0.824,0.733,1.0,-5.474,1.0,0.0613,0.0362,0.0,0.325,0.395,97.972,284387.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Rushmore Pack,64.0,6vXTefBL93Dj5IqAWq6OTv,0.459,0.719,4.0,-9.762,0.0,0.231,0.318,4.08e-06,0.772,0.348,85.988,172023.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,No Stylist (feat. Drake),59.0,6vXTefBL93Dj5IqAWq6OTv,0.762,0.696,5.0,-4.795,0.0,0.126,0.0172,1.33e-06,0.22,0.532,147.123,189692.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Je M'appelle (feat. Tion Wayne & French Montana) - Remix,74.0,6vXTefBL93Dj5IqAWq6OTv,0.761,0.773,11.0,-4.57,1.0,0.238,0.152,0.0,0.63,0.947,141.174,150213.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Mopstick (with Kodak Black),67.0,6vXTefBL93Dj5IqAWq6OTv,0.847,0.358,1.0,-8.274,1.0,0.473,0.00179,0.0,0.111,0.218,163.979,216415.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Tip Toe (feat. French Montana),65.0,6vXTefBL93Dj5IqAWq6OTv,0.845,0.709,10.0,-4.547,0.0,0.0714,0.0233,0.0,0.094,0.62,98.062,187521.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Kind of Girl,67.0,6vXTefBL93Dj5IqAWq6OTv,0.428,0.698,11.0,-7.837,0.0,0.408,0.318,0.0,0.449,0.191,151.794,177788.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Unforgettable,82.0,6vXTefBL93Dj5IqAWq6OTv,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,233902.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Bricks & Bags,65.0,6vXTefBL93Dj5IqAWq6OTv,0.664,0.676,1.0,-8.325,1.0,0.322,0.0421,0.0,0.0805,0.425,176.084,222308.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",67.0,6vXTefBL93Dj5IqAWq6OTv,0.618,0.845,2.0,0.175,1.0,0.132,0.114,0.0,0.415,0.486,171.921,181720.0
French Montana,Lil Wayne,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,2.0,6.0,Keep It Real,68.0,6vXTefBL93Dj5IqAWq6OTv,0.757,0.567,11.0,-8.57,0.0,0.0463,0.0415,2.76e-05,0.272,0.272,92.968,227097.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Mr. Jones,50.0,07VmOvmuBp9G0gb8BTrpn0,0.653,0.748,10.0,-3.89,1.0,0.133,0.206,0.0,0.0803,0.264,79.974,238947.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Drop & Gimme 50 (feat. Hurricane Chris),45.0,07VmOvmuBp9G0gb8BTrpn0,0.614,0.7,8.0,-5.077,0.0,0.33,0.104,0.0,0.0668,0.541,180.14,247027.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Still Tippin' (feat. Slim Thug and Paul Wall),68.0,07VmOvmuBp9G0gb8BTrpn0,0.86,0.861,6.0,-7.131,0.0,0.307,0.0361,4.07e-05,0.113,0.79,143.184,271053.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Still Tippin' (feat. Slim Thug and Paul Wall),47.0,07VmOvmuBp9G0gb8BTrpn0,0.871,0.713,6.0,-8.731,0.0,0.308,0.0238,0.00069,0.109,0.914,143.201,214893.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,"Cuddy Buddy (feat. Lil Wayne, T-Pain & Twista)",48.0,07VmOvmuBp9G0gb8BTrpn0,0.463,0.79,6.0,-4.341,0.0,0.336,0.191,0.0,0.18,0.69,140.063,278027.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Back Then,61.0,07VmOvmuBp9G0gb8BTrpn0,0.776,0.736,9.0,-6.308,1.0,0.255,0.0101,0.0,0.18,0.536,159.838,244187.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,My 64 (feat. Snoop Dogg and Bun B),50.0,07VmOvmuBp9G0gb8BTrpn0,0.779,0.677,7.0,-4.512,1.0,0.325,0.00349,0.0,0.565,0.715,169.986,310800.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Turning Headz,48.0,07VmOvmuBp9G0gb8BTrpn0,0.79,0.493,8.0,-7.459,1.0,0.186,0.0349,0.0,0.0911,0.424,156.064,191680.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Flossin' (feat. Big Moe),56.0,07VmOvmuBp9G0gb8BTrpn0,0.92,0.616,7.0,-4.522,1.0,0.209,0.0473,0.0,0.173,0.62,97.749,191160.0
Mike Jones,Lil Wayne,07VmOvmuBp9G0gb8BTrpn0,60.0,464196.0,0.0,7.0,Next to You,62.0,07VmOvmuBp9G0gb8BTrpn0,0.65,0.753,2.0,-4.745,0.0,0.0632,0.324,0.0,0.307,0.616,82.478,221933.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Borracho,74.0,0QHgL1lAIqAw0HtD7YldmP,0.787,0.748,8.0,-3.752,0.0,0.0797,0.571,0.0,0.214,0.703,93.006,219750.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",70.0,0QHgL1lAIqAw0HtD7YldmP,0.545,0.781,10.0,-3.616,1.0,0.185,0.0139,0.0,0.161,0.277,150.097,232507.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),77.0,0QHgL1lAIqAw0HtD7YldmP,0.477,0.727,2.0,-4.053,1.0,0.286,0.000866,0.0,0.108,0.227,150.062,236524.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",66.0,0QHgL1lAIqAw0HtD7YldmP,0.599,0.667,7.0,-4.267,1.0,0.0367,0.0533,0.0,0.134,0.817,80.984,288877.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,POPSTAR (feat. Drake),68.0,0QHgL1lAIqAw0HtD7YldmP,0.803,0.565,5.0,-4.711,0.0,0.235,0.0558,0.0,0.141,0.474,163.085,200221.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",70.0,0QHgL1lAIqAw0HtD7YldmP,0.757,0.721,4.0,-2.906,0.0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,GREECE (feat. Drake),68.0,0QHgL1lAIqAw0HtD7YldmP,0.687,0.336,5.0,-10.748,1.0,0.0456,0.0755,0.0,0.126,0.215,85.828,219270.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),65.0,0QHgL1lAIqAw0HtD7YldmP,0.613,0.681,8.0,-3.089,1.0,0.0778,0.0287,0.0,0.126,0.619,97.621,204664.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Big Energy (feat. DJ Khaled) - Remix,75.0,0QHgL1lAIqAw0HtD7YldmP,0.867,0.771,11.0,-3.688,0.0,0.0939,0.0385,0.0,0.133,0.715,106.021,181666.0
DJ Khaled,Lil Wayne,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,I'm On One,70.0,0QHgL1lAIqAw0HtD7YldmP,0.413,0.807,11.0,-3.499,0.0,0.318,0.0536,0.0,0.631,0.438,149.33,296147.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Rock N Roll (feat. Kanye West & Kid Cudi),68.0,0ONHkAv9pCAFxb0zJwDNTy,0.687,0.783,0.0,-4.573,1.0,0.191,0.0526,0.0,0.0718,0.359,156.141,233923.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),76.0,0ONHkAv9pCAFxb0zJwDNTy,0.594,0.679,7.0,-3.702,1.0,0.345,0.484,7.83e-06,0.114,0.66,106.726,152613.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Diet Coke,64.0,0ONHkAv9pCAFxb0zJwDNTy,0.697,0.942,10.0,-2.975,0.0,0.372,0.136,0.0,0.0463,0.789,163.9,180165.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Dreamin Of The Past (feat. Kanye West),69.0,0ONHkAv9pCAFxb0zJwDNTy,0.594,0.913,6.0,-2.372,0.0,0.255,0.655,0.0,0.423,0.897,80.302,173633.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Let The Smokers Shine The Coupes,64.0,0ONHkAv9pCAFxb0zJwDNTy,0.687,0.886,1.0,-4.165,1.0,0.0724,0.00542,0.774,0.355,0.189,98.918,150277.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Don't Like.1,62.0,0ONHkAv9pCAFxb0zJwDNTy,0.657,0.611,6.0,-5.415,0.0,0.225,0.00937,0.0,0.146,0.616,132.062,283653.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Good Goodbye (feat. Pusha T and Stormzy),63.0,0ONHkAv9pCAFxb0zJwDNTy,0.697,0.84,9.0,-4.602,0.0,0.054,0.106,0.0,0.748,0.452,128.034,211413.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Nosetalgia,63.0,0ONHkAv9pCAFxb0zJwDNTy,0.529,0.78,5.0,-3.932,1.0,0.326,0.0255,0.0,0.14,0.711,80.018,216067.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Neck & Wrist (feat. JAY-Z & Pharrell Williams),66.0,0ONHkAv9pCAFxb0zJwDNTy,0.625,0.542,9.0,-4.365,1.0,0.266,0.0223,0.0,0.377,0.328,152.403,209315.0
Pusha T,Kanye West,0ONHkAv9pCAFxb0zJwDNTy,73.0,2530229.0,8.0,6.0,Brambleton,63.0,0ONHkAv9pCAFxb0zJwDNTy,0.739,0.658,1.0,-4.145,1.0,0.195,0.132,0.000129,0.266,0.636,80.955,170911.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Mr. Rager,72.0,0fA0VVWsXO9YnASrzqfmYu,0.675,0.734,7.0,-8.659,1.0,0.0265,0.38,0.895,0.141,0.533,101.998,294213.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Tequila Shots,74.0,0fA0VVWsXO9YnASrzqfmYu,0.712,0.556,5.0,-7.214,0.0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,THE SCOTTS,77.0,0fA0VVWsXO9YnASrzqfmYu,0.716,0.537,0.0,-7.648,0.0,0.0514,0.233,0.0,0.157,0.28,129.979,165978.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Show Out (with Skepta & Pop Smoke),73.0,0fA0VVWsXO9YnASrzqfmYu,0.619,0.589,1.0,-6.531,1.0,0.124,0.43,0.000392,0.378,0.158,143.896,174960.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Pursuit Of Happiness - Extended Steve Aoki Remix,76.0,0fA0VVWsXO9YnASrzqfmYu,0.722,0.687,0.0,-5.189,1.0,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,love.,77.0,0fA0VVWsXO9YnASrzqfmYu,0.574,0.736,5.0,-4.743,1.0,0.0465,0.146,1.66e-05,0.407,0.344,138.501,328573.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Day 'N' Nite (nightmare),70.0,0fA0VVWsXO9YnASrzqfmYu,0.881,0.441,11.0,-6.278,0.0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,221240.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Pursuit Of Happiness (Nightmare),71.0,0fA0VVWsXO9YnASrzqfmYu,0.63,0.605,0.0,-8.951,1.0,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,Erase Me - Main,72.0,0fA0VVWsXO9YnASrzqfmYu,0.687,0.631,9.0,-5.612,1.0,0.129,0.063,0.0,0.108,0.853,186.071,192253.0
Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,81.0,5963566.0,5.0,3.0,IMY2 (with Kid Cudi),72.0,0fA0VVWsXO9YnASrzqfmYu,0.59,0.493,7.0,-8.704,0.0,0.0367,0.402,0.00504,0.129,0.0498,150.026,252379.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Bounce Back,71.0,0c173mlxpT3dSFRgMO8XPh,0.78,0.575,1.0,-5.628,0.0,0.139,0.106,0.0,0.129,0.273,81.502,222360.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Champions,67.0,0c173mlxpT3dSFRgMO8XPh,0.692,0.774,6.0,-2.48,0.0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Wolves (feat. Post Malone),77.0,0c173mlxpT3dSFRgMO8XPh,0.724,0.675,2.0,-5.267,1.0,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Easy Lover (feat. Big Sean),73.0,0c173mlxpT3dSFRgMO8XPh,0.675,0.817,5.0,-3.789,0.0,0.0497,0.00711,0.0,0.0839,0.446,105.964,215938.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Hate Our Love (with Big Sean),67.0,0c173mlxpT3dSFRgMO8XPh,0.662,0.655,2.0,-5.44,1.0,0.26,0.462,0.0,0.124,0.356,82.079,226374.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",81.0,0c173mlxpT3dSFRgMO8XPh,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Clique,67.0,0c173mlxpT3dSFRgMO8XPh,0.66,0.539,9.0,-5.947,0.0,0.324,0.0534,0.0,0.222,0.307,109.318,293613.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,Beware,73.0,0c173mlxpT3dSFRgMO8XPh,0.7,0.554,1.0,-5.909,1.0,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,I Know,74.0,0c173mlxpT3dSFRgMO8XPh,0.733,0.334,1.0,-11.314,1.0,0.0811,0.327,0.0,0.116,0.267,119.935,319973.0
Big Sean,Kanye West,0c173mlxpT3dSFRgMO8XPh,78.0,9865468.0,1.0,8.0,I Don't Fuck With You,75.0,0c173mlxpT3dSFRgMO8XPh,0.824,0.733,1.0,-5.474,1.0,0.0613,0.0362,0.0,0.325,0.395,97.972,284387.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Lord Pretty Flacko Jodye 2 (LPFJ2),70.0,13ubrt8QOOCPljQ2FL1Kca,0.485,0.72,6.0,-5.991,1.0,0.127,0.0123,0.0,0.0546,0.0471,207.982,126960.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Potato Salad,72.0,13ubrt8QOOCPljQ2FL1Kca,0.538,0.612,2.0,-6.02,1.0,0.424,0.308,0.0,0.213,0.684,168.197,182493.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",77.0,13ubrt8QOOCPljQ2FL1Kca,0.394,0.661,4.0,-8.684,1.0,0.192,0.00996,0.0,0.343,0.335,149.818,260987.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Sundress,78.0,13ubrt8QOOCPljQ2FL1Kca,0.721,0.707,6.0,-6.364,1.0,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Jukebox Joints (feat. Joe Fox & Kanye West),70.0,13ubrt8QOOCPljQ2FL1Kca,0.284,0.803,2.0,-5.293,0.0,0.173,0.302,0.0,0.242,0.553,67.536,323960.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,L$D,74.0,13ubrt8QOOCPljQ2FL1Kca,0.598,0.252,2.0,-15.086,1.0,0.0644,0.194,0.133,0.0992,0.0352,120.064,238307.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",77.0,13ubrt8QOOCPljQ2FL1Kca,0.853,0.693,1.0,-6.87,1.0,0.275,0.0239,0.0,0.11,0.662,95.967,233787.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,D.M.B.,73.0,13ubrt8QOOCPljQ2FL1Kca,0.727,0.616,8.0,-8.487,1.0,0.338,0.542,4.47e-06,0.482,0.392,140.014,291612.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Praise The Lord (Da Shine) (feat. Skepta),82.0,13ubrt8QOOCPljQ2FL1Kca,0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040.0
AAP Rocky,Kanye West,13ubrt8QOOCPljQ2FL1Kca,81.0,11492163.0,0.0,3.0,Livin It Up (with Post Malone & A$AP Rocky),76.0,13ubrt8QOOCPljQ2FL1Kca,0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.0,0.105,0.765,82.582,210907.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,She Knows (feat. Amber Coffman & Cults),82.0,6l3HvQ5sa6mXTsMTB19rO5,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,m y . l i f e (with 21 Savage & Morray),79.0,6l3HvQ5sa6mXTsMTB19rO5,0.597,0.587,7.0,-7.026,0.0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,MIDDLE CHILD,80.0,6l3HvQ5sa6mXTsMTB19rO5,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,a m a r i,75.0,6l3HvQ5sa6mXTsMTB19rO5,0.725,0.713,4.0,-6.173,0.0,0.187,0.127,0.0,0.617,0.207,65.988,148421.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,Power Trip (feat. Miguel),77.0,6l3HvQ5sa6mXTsMTB19rO5,0.667,0.608,1.0,-7.054,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,Work Out,81.0,6l3HvQ5sa6mXTsMTB19rO5,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,235320.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,Wet Dreamz,83.0,6l3HvQ5sa6mXTsMTB19rO5,0.495,0.722,6.0,-8.108,0.0,0.357,0.0697,0.0,0.113,0.539,175.627,239267.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,p r i d e . i s . t h e . d e v i l (with Lil Baby),79.0,6l3HvQ5sa6mXTsMTB19rO5,0.861,0.656,4.0,-7.867,0.0,0.425,0.104,0.0,0.0986,0.331,88.967,218210.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,No Role Modelz,87.0,6l3HvQ5sa6mXTsMTB19rO5,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0
J. Cole,Kanye West,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,0.0,4.0,Under The Sun (with J. Cole & Lute feat. DaBaby),75.0,6l3HvQ5sa6mXTsMTB19rO5,0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,202040.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,Dangerous (feat. Kid Cudi),61.0,5IcR3N7QB1j6KBL8eImZ8m,0.414,0.544,5.0,-9.455,1.0,0.102,0.636,1.71e-05,0.0813,0.0569,171.867,150613.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,Collard Greens,78.0,5IcR3N7QB1j6KBL8eImZ8m,0.825,0.575,11.0,-4.87,1.0,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,Studio,68.0,5IcR3N7QB1j6KBL8eImZ8m,0.709,0.589,8.0,-7.776,0.0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,Hands On The Wheel,59.0,5IcR3N7QB1j6KBL8eImZ8m,0.65,0.859,1.0,-4.54,0.0,0.0957,0.021,0.0,0.0986,0.169,127.828,197800.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,THat Part,63.0,5IcR3N7QB1j6KBL8eImZ8m,0.927,0.535,6.0,-7.59,0.0,0.0911,0.0855,0.0,0.136,0.336,112.96,313573.0
ScHoolboy Q,Kanye West,5IcR3N7QB1j6KBL8eImZ8m,72.0,4260804.0,0.0,7.0,X (with 2 Chainz & Saudi),67.0,5IcR3N7QB1j6KBL8eImZ8m,0.768,0.471,2.0,-8.406,1.0,0.259,0.0201,0.0,0.268,0.405,131.023,267427.0
