artist,related_to,genres,id,related_id,popularity,followers,collaborations,genres_num
Tay-K,Yeat,['cali rap' 'dfw rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2ODbg2404zUzTi02qIPEjB,3qiHUAX7zY4Qnjx8TNUzVx,65.0,2916197.0,0.0,6.0
Lancey Foux,Yeat,['underground hip hop' 'vapor trap'],2LakckgvXEtJlKOYP6BO11,3qiHUAX7zY4Qnjx8TNUzVx,54.0,148053.0,2.0,2.0
SahBabii,Yeat,"['melodic rap' 'plugg' 'pluggnb' 'rap' 'trap' 'underground hip hop'
 'vapor trap']",7GuUYiGZOzQwq4L6gAfy1T,3qiHUAX7zY4Qnjx8TNUzVx,55.0,579008.0,0.0,7.0
Ken Carson,Yeat,['pluggnb' 'vapor trap'],3gBZUcNeVumkeeJ19CY2sX,3qiHUAX7zY4Qnjx8TNUzVx,65.0,170230.0,4.0,2.0
Comethazine,Yeat,['rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],1iJdyDcY98X3GMnUesl7tf,3qiHUAX7zY4Qnjx8TNUzVx,63.0,2030377.0,0.0,5.0
KANKAN,Yeat,['pluggnb' 'vapor trap'],7tFehEdzjjoeiwUExR89qs,3qiHUAX7zY4Qnjx8TNUzVx,60.0,135833.0,0.0,2.0
LUCKI,Yeat,['plugg' 'pluggnb' 'rap' 'underground hip hop' 'vapor trap'],5tQMB0cuNXdCtzovGt55uD,3qiHUAX7zY4Qnjx8TNUzVx,66.0,248885.0,0.0,5.0
Autumn!,Yeat,['glitchcore' 'plugg' 'pluggnb' 'vapor trap'],5delTPpDAtBDsjk60f5xnt,3qiHUAX7zY4Qnjx8TNUzVx,61.0,207958.0,0.0,4.0
Summrs,Yeat,['glitchcore' 'plugg' 'pluggnb' 'vapor trap'],5L15t6I0PQS9SBXbiklPEN,3qiHUAX7zY4Qnjx8TNUzVx,62.0,142692.0,1.0,4.0
tana,Yeat,['hyperpop francais' 'pluggnb' 'viral rap'],1xgl9yxqIVq8PEEMai38uV,3qiHUAX7zY4Qnjx8TNUzVx,62.0,233545.0,0.0,3.0
SoFaygo,Yeat,['glitchcore' 'plugg' 'pluggnb' 'trap' 'vapor trap'],2SJhf6rTOU53g8yBdAjPby,3qiHUAX7zY4Qnjx8TNUzVx,64.0,438488.0,0.0,5.0
KAHDAMI,Yeat,['aesthetic rap' 'pluggnb' 'viral rap'],4YEl33ar2WlUSF94Yh9CCf,3qiHUAX7zY4Qnjx8TNUzVx,61.0,242857.0,0.0,3.0
SSGKobe,Yeat,['pluggnb' 'vapor trap' 'viral rap'],1NHCwCMqV9oNQJXl16IltL,3qiHUAX7zY4Qnjx8TNUzVx,59.0,187800.0,0.0,3.0
Sided,Yeat,[],7pyvattHQ2U0TfSG6TjwrU,3qiHUAX7zY4Qnjx8TNUzVx,42.0,1468.0,0.0,0.0
Blueface,DaBaby,['cali rap' 'trap'],3Fl1V19tmjt57oBdxXKAjJ,4r63FhuTkUYltbVAg5TQnk,68.0,5305742.0,0.0,2.0
YNW Melly,DaBaby,['melodic rap' 'trap'],1cNDP5yjU5vjeR8qMf4grg,4r63FhuTkUYltbVAg5TQnk,73.0,7830815.0,0.0,2.0
Roddy Ricch,DaBaby,['melodic rap' 'rap' 'trap'],757aE44tKEUQEqRuT6GnEB,4r63FhuTkUYltbVAg5TQnk,80.0,8199296.0,6.0,3.0
Lil Tecca,DaBaby,['melodic rap' 'pluggnb' 'rap'],4Ga1P7PMIsmqEZqhYZQgDo,4r63FhuTkUYltbVAg5TQnk,77.0,5356039.0,0.0,3.0
Quando Rondo,DaBaby,['melodic rap' 'pop rap' 'trap'],4IprNlQiJZUUJhDl0fL2SL,4r63FhuTkUYltbVAg5TQnk,61.0,1976531.0,0.0,3.0
Lil Mosey,DaBaby,['melodic rap' 'rap' 'rap conscient' 'trap' 'vapor trap'],5zctI4wO9XSKS8XwcnqEHk,4r63FhuTkUYltbVAg5TQnk,71.0,4693571.0,0.0,5.0
YoungBoy Never Broke Again,DaBaby,['baton rouge rap' 'trap'],7wlFDEWiM5OoIAt8RSli8b,4r63FhuTkUYltbVAg5TQnk,83.0,9257249.0,28.0,2.0
Tee Grizzley,DaBaby,"['detroit hip hop' 'detroit trap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",6AUl0ykLLpvTktob97x9hO,4r63FhuTkUYltbVAg5TQnk,67.0,2957596.0,0.0,7.0
Cordae,DaBaby,['dmv rap' 'hip hop' 'rap' 'trap'],0huGjMyP507tBCARyzSkrv,4r63FhuTkUYltbVAg5TQnk,67.0,1790765.0,0.0,4.0
Moneybagg Yo,DaBaby,"['hip hop' 'memphis hip hop' 'rap' 'southern hip hop' 'tennessee hip hop'
 'trap']",3tJoFztHeIJkJWMrx0td2f,4r63FhuTkUYltbVAg5TQnk,77.0,3030495.0,2.0,6.0
Rich The Kid,DaBaby,"['atl hip hop' 'hip hop' 'melodic rap' 'plugg' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'vapor trap' 'viral rap']",1pPmIToKXyGdsCF6LmqLmI,4r63FhuTkUYltbVAg5TQnk,68.0,2883004.0,2.0,10.0
Quavo,DaBaby,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,4r63FhuTkUYltbVAg5TQnk,78.0,5823635.0,4.0,7.0
Kodak Black,DaBaby,['florida rap' 'hip hop' 'melodic rap' 'miami hip hop' 'rap' 'trap'],46SHBwWsqBkxI7EeeBEQG7,4r63FhuTkUYltbVAg5TQnk,80.0,8358010.0,0.0,6.0
Gunna,DaBaby,['atl hip hop' 'melodic rap' 'rap' 'trap'],2hlmm7s2ICUX0LVIhVFlZQ,4r63FhuTkUYltbVAg5TQnk,84.0,4477518.0,2.0,4.0
Flipp Dinero,DaBaby,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2HUwZ0kumzCSlhFcjFZfpp,4r63FhuTkUYltbVAg5TQnk,60.0,1102904.0,0.0,6.0
YBN Nahmir,DaBaby,['alabama rap' 'rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],3gGUMEwIX6XodWsYEvKSal,4r63FhuTkUYltbVAg5TQnk,63.0,2881185.0,0.0,6.0
NAV,DaBaby,"['canadian hip hop' 'canadian trap' 'hip hop' 'melodic rap' 'rap'
 'toronto rap' 'trap' 'vapor trap']",7rkW85dBwwrJtlHRDkJDAC,4r63FhuTkUYltbVAg5TQnk,74.0,3021709.0,0.0,8.0
Comethazine,DaBaby,['rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],1iJdyDcY98X3GMnUesl7tf,4r63FhuTkUYltbVAg5TQnk,63.0,2030377.0,0.0,5.0
BlocBoy JB,DaBaby,"['memphis hip hop' 'pop rap' 'rap' 'southern hip hop' 'tennessee hip hop'
 'trap' 'vapor trap' 'viral rap']",4TEJudQY2pXxVHPE3gD2EU,4r63FhuTkUYltbVAg5TQnk,60.0,1382716.0,0.0,8.0
SleazyWorld Go,DaBaby,['viral rap'],7FOQfJbC3e4GNoheojERnF,4r63FhuTkUYltbVAg5TQnk,65.0,56971.0,0.0,1.0
Oliver Francis,Yung Pinch,"['dark trap' 'emo rap' 'melodic rap' 'sad rap' 'underground hip hop'
 'vapor trap']",0WvTK38rXqPCD5pZMDuX20,61qMnYXa1GxSBoV3IiYKjZ,53.0,197386.0,0.0,6.0
Global Dan,Yung Pinch,['emo rap' 'melodic rap' 'sad rap' 'vapor trap'],1lzugG0lqNh9nP6Fp2zG3c,61qMnYXa1GxSBoV3IiYKjZ,45.0,143851.0,0.0,4.0
Lil Gnar,Yung Pinch,"['atl hip hop' 'dark trap' 'melodic rap' 'trap' 'underground hip hop'
 'vapor trap' 'viral rap']",3EIX8WuD9ybB4ruz0MSilB,61qMnYXa1GxSBoV3IiYKjZ,56.0,501135.0,0.0,7.0
Kid Trunks,Yung Pinch,['asian american hip hop' 'dark trap' 'underground hip hop' 'vapor trap'],57SA5Qv24Vydwd6bJnV8fI,61qMnYXa1GxSBoV3IiYKjZ,50.0,285787.0,0.0,4.0
Lil Xan,Yung Pinch,['emo rap'],3EXdLajEO02ziZ90P90bSW,61qMnYXa1GxSBoV3IiYKjZ,59.0,2247748.0,0.0,1.0
Fat Nick,Yung Pinch,['dark trap' 'emo rap' 'underground hip hop' 'vapor trap'],5dfFr2qhmXQLvHZqg0dynx,61qMnYXa1GxSBoV3IiYKjZ,53.0,331780.0,0.0,4.0
Nebu Kiniza,Yung Pinch,['melodic rap' 'plugg' 'trap' 'vapor trap'],5lCY3tqdQxbeg5igSlObaT,61qMnYXa1GxSBoV3IiYKjZ,54.0,342457.0,0.0,4.0
Landon Cube,Yung Pinch,['emo rap' 'sad rap' 'vapor trap'],04ei5kNgmDuNAydFhhIHnD,61qMnYXa1GxSBoV3IiYKjZ,60.0,346095.0,0.0,3.0
Flipp Dinero,Yung Pinch,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2HUwZ0kumzCSlhFcjFZfpp,61qMnYXa1GxSBoV3IiYKjZ,60.0,1102904.0,0.0,6.0
Yung Bans,Yung Pinch,['plugg' 'rap' 'trap' 'underground hip hop' 'vapor trap'],6WkUZyqghQei2G809wMKuZ,61qMnYXa1GxSBoV3IiYKjZ,56.0,706946.0,0.0,5.0
Tyla Yaweh,Yung Pinch,['cali rap' 'melodic rap' 'pop rap' 'rap' 'trap'],1MXZ0hsGic96dWRDKwAwdr,61qMnYXa1GxSBoV3IiYKjZ,62.0,455662.0,0.0,5.0
Almighty Jay,Yung Pinch,['trap' 'vapor trap' 'viral rap'],2HWXxzgBIr0RMSZmvMZeJU,61qMnYXa1GxSBoV3IiYKjZ,47.0,579647.0,0.0,3.0
Danger Incorporated,Yung Pinch,['dark trap' 'emo rap' 'underground hip hop'],6bnlvICBjK7fuNSB1ohqS5,61qMnYXa1GxSBoV3IiYKjZ,49.0,186986.0,0.0,3.0
88GLAM,Yung Pinch,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,61qMnYXa1GxSBoV3IiYKjZ,57.0,423594.0,0.0,9.0
Paris Shadows,Yung Pinch,['emo rap' 'melodic rap' 'sad rap' 'underground hip hop'],2mxplErmRMbGaSiAsDONkT,61qMnYXa1GxSBoV3IiYKjZ,48.0,98254.0,0.0,4.0
6 Dogs,Yung Pinch,['dark trap' 'emo rap' 'melodic rap' 'underground hip hop' 'vapor trap'],3Ps6le7tj5BdNtdnfNgTU4,61qMnYXa1GxSBoV3IiYKjZ,54.0,288045.0,0.0,5.0
COTIS,Yung Pinch,['canadian contemporary r&b' 'pop rap' 'trap soul'],63CZNEytugjFnZBdjBmWc8,61qMnYXa1GxSBoV3IiYKjZ,51.0,19102.0,0.0,3.0
Unodavid,Yung Pinch,['emo rap' 'melodic rap' 'sad rap'],3mpOt39mUD754Q7aZ725KH,61qMnYXa1GxSBoV3IiYKjZ,51.0,31117.0,0.0,3.0
Yung Tory,Yung Pinch,"['canadian hip hop' 'canadian trap' 'melodic rap' 'toronto rap'
 'vapor trap']",392I9I5QMSyoA0FmI5pVfx,61qMnYXa1GxSBoV3IiYKjZ,47.0,238640.0,0.0,5.0
nothingnowhere.,Yung Pinch,['emo rap' 'pop punk' 'pop rap' 'sad rap'],7FngGIEGgN3Iwauw1MvO4P,61qMnYXa1GxSBoV3IiYKjZ,59.0,387173.0,0.0,4.0
Rae Sremmurd,Post Malone,"['hip hop' 'melodic rap' 'mississippi hip hop' 'pop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",7iZtZyCzp3LItcw1wtPI3D,246dkjvS1zLTtiykXe5h60,72.0,6925950.0,0.0,8.0
Huncho Jack,Post Malone,['hip hop' 'melodic rap' 'rap' 'southern hip hop' 'trap'],6extd4B6hl8VTmnlhpl2bY,246dkjvS1zLTtiykXe5h60,58.0,1024880.0,0.0,5.0
Tyla Yaweh,Post Malone,['cali rap' 'melodic rap' 'pop rap' 'rap' 'trap'],1MXZ0hsGic96dWRDKwAwdr,246dkjvS1zLTtiykXe5h60,62.0,455662.0,0.0,5.0
6LACK,Post Malone,['atl hip hop' 'hip hop' 'melodic rap' 'r&b' 'rap' 'trap'],4IVAbR2w4JJNJDDRFP3E83,246dkjvS1zLTtiykXe5h60,74.0,3586309.0,0.0,6.0
AAP Ferg,Post Malone,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,246dkjvS1zLTtiykXe5h60,71.0,3388388.0,0.0,7.0
Quality Control,Post Malone,"['hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'viral rap']",6i392l38cR3uBPF0DbNs7S,246dkjvS1zLTtiykXe5h60,64.0,1047074.0,0.0,7.0
Quavo,Post Malone,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,246dkjvS1zLTtiykXe5h60,78.0,5823635.0,5.0,7.0
Young Thug,Post Malone,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,246dkjvS1zLTtiykXe5h60,84.0,7394197.0,2.0,9.0
NAV,Post Malone,"['canadian hip hop' 'canadian trap' 'hip hop' 'melodic rap' 'rap'
 'toronto rap' 'trap' 'vapor trap']",7rkW85dBwwrJtlHRDkJDAC,246dkjvS1zLTtiykXe5h60,74.0,3021709.0,0.0,8.0
Migos,Post Malone,['atl hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6oMuImdp5ZcFhWP0ESe6mG,246dkjvS1zLTtiykXe5h60,77.0,12488579.0,0.0,5.0
Metro Boomin,Post Malone,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,246dkjvS1zLTtiykXe5h60,78.0,3019803.0,0.0,4.0
The Kid LAROI,Post Malone,['australian hip hop'],2tIP7SsRs7vjIcLrU85W8J,246dkjvS1zLTtiykXe5h60,83.0,3886865.0,4.0,1.0
SAINt JHN,Post Malone,['melodic rap' 'pop rap' 'rap' 'slap house' 'trap'],0H39MdGGX6dbnnQPt6NQkZ,246dkjvS1zLTtiykXe5h60,70.0,883796.0,0.0,5.0
Fetty Wap,Post Malone,['new jersey rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],6PXS4YHDkKvl1wkIl4V8DL,246dkjvS1zLTtiykXe5h60,69.0,4336944.0,0.0,5.0
PnB Rock,Post Malone,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap'],21WS9wngs9AqFckK7yYJPM,246dkjvS1zLTtiykXe5h60,69.0,3393055.0,0.0,5.0
mike.,Post Malone,['indie pop rap' 'pop rap' 'rhode island rap'],5G9kmDLg3OeUyj8KVBLzbu,246dkjvS1zLTtiykXe5h60,69.0,515451.0,0.0,3.0
Bazzi,Post Malone,['dance pop' 'electropop' 'pop'],4GvEc3ANtPPjt1ZJllr5Zl,246dkjvS1zLTtiykXe5h60,72.0,5092479.0,0.0,3.0
Lil Mosey,Post Malone,['melodic rap' 'rap' 'rap conscient' 'trap' 'vapor trap'],5zctI4wO9XSKS8XwcnqEHk,246dkjvS1zLTtiykXe5h60,71.0,4693571.0,0.0,5.0
Jaden,Post Malone,['hip hop' 'pop' 'rap'],0xOeVMOz2fVg5BJY3N6akT,246dkjvS1zLTtiykXe5h60,69.0,1808785.0,0.0,3.0
G-Eazy,Post Malone,['indie pop rap' 'oakland hip hop' 'pop' 'pop rap' 'rap'],02kJSzxNuaWGqwubyUba0Z,246dkjvS1zLTtiykXe5h60,75.0,5093189.0,2.0,5.0
Desiigner,Rae Sremmurd,['pop rap' 'rap' 'southern hip hop' 'trap' 'viral trap'],7pFeBzX627ff0VnN6bxPR4,7iZtZyCzp3LItcw1wtPI3D,63.0,3400711.0,0.0,5.0
Swae Lee,Rae Sremmurd,['melodic rap' 'trap'],1zNqQNIdeOUZHb8zbZRFMX,7iZtZyCzp3LItcw1wtPI3D,77.0,1515699.0,54.0,2.0
AAP Ferg,Rae Sremmurd,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,7iZtZyCzp3LItcw1wtPI3D,71.0,3388388.0,0.0,7.0
Huncho Jack,Rae Sremmurd,['hip hop' 'melodic rap' 'rap' 'southern hip hop' 'trap'],6extd4B6hl8VTmnlhpl2bY,7iZtZyCzp3LItcw1wtPI3D,58.0,1024880.0,0.0,5.0
Quality Control,Rae Sremmurd,"['hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'viral rap']",6i392l38cR3uBPF0DbNs7S,7iZtZyCzp3LItcw1wtPI3D,64.0,1047074.0,0.0,7.0
Mike WiLL Made-It,Rae Sremmurd,['atl hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],0NWbwDZY1VkRqFafuQm6wk,7iZtZyCzp3LItcw1wtPI3D,64.0,1418013.0,0.0,5.0
AAP Mob,Rae Sremmurd,['hip hop' 'rap' 'southern hip hop' 'trap'],7yO4IdJjCEPz7YgZMe25iS,7iZtZyCzp3LItcw1wtPI3D,60.0,1937722.0,0.0,4.0
Migos,Rae Sremmurd,['atl hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6oMuImdp5ZcFhWP0ESe6mG,7iZtZyCzp3LItcw1wtPI3D,77.0,12488579.0,0.0,5.0
Quavo,Rae Sremmurd,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,7iZtZyCzp3LItcw1wtPI3D,78.0,5823635.0,0.0,7.0
Young Thug,Rae Sremmurd,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,7iZtZyCzp3LItcw1wtPI3D,84.0,7394197.0,4.0,9.0
Famous Dex,Rae Sremmurd,"['chicago rap' 'drill' 'rap' 'southern hip hop' 'trap'
 'underground hip hop' 'vapor trap' 'viral rap']",0WOxhx4hikIsyF3CRPLC8W,7iZtZyCzp3LItcw1wtPI3D,60.0,2395401.0,0.0,8.0
Rich The Kid,Rae Sremmurd,"['atl hip hop' 'hip hop' 'melodic rap' 'plugg' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'vapor trap' 'viral rap']",1pPmIToKXyGdsCF6LmqLmI,7iZtZyCzp3LItcw1wtPI3D,68.0,2883004.0,0.0,10.0
Lil Yachty,Rae Sremmurd,['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'trap' 'viral rap'],6icQOAFXDZKsumw3YXyusw,7iZtZyCzp3LItcw1wtPI3D,76.0,8235611.0,0.0,6.0
PnB Rock,Rae Sremmurd,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap'],21WS9wngs9AqFckK7yYJPM,7iZtZyCzp3LItcw1wtPI3D,69.0,3393055.0,0.0,5.0
Fetty Wap,Rae Sremmurd,['new jersey rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],6PXS4YHDkKvl1wkIl4V8DL,7iZtZyCzp3LItcw1wtPI3D,69.0,4336944.0,0.0,5.0
88GLAM,Rae Sremmurd,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,7iZtZyCzp3LItcw1wtPI3D,57.0,423594.0,0.0,9.0
MadeinTYO,Rae Sremmurd,"['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop' 'vapor trap' 'viral rap']",5SyGEPymt1G2uto47tVWvZ,7iZtZyCzp3LItcw1wtPI3D,62.0,1011029.0,0.0,9.0
YG,Rae Sremmurd,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0A0FS04o6zMoto8OKPsDwY,7iZtZyCzp3LItcw1wtPI3D,75.0,2892665.0,0.0,7.0
YBN Nahmir,Rae Sremmurd,['alabama rap' 'rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],3gGUMEwIX6XodWsYEvKSal,7iZtZyCzp3LItcw1wtPI3D,63.0,2881185.0,0.0,6.0
Metro Boomin,Rae Sremmurd,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,7iZtZyCzp3LItcw1wtPI3D,78.0,3019803.0,0.0,4.0
Quality Control,Huncho Jack,"['hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'viral rap']",6i392l38cR3uBPF0DbNs7S,6extd4B6hl8VTmnlhpl2bY,64.0,1047074.0,0.0,7.0
Desiigner,Huncho Jack,['pop rap' 'rap' 'southern hip hop' 'trap' 'viral trap'],7pFeBzX627ff0VnN6bxPR4,6extd4B6hl8VTmnlhpl2bY,63.0,3400711.0,0.0,5.0
Quavo,Huncho Jack,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,6extd4B6hl8VTmnlhpl2bY,78.0,5823635.0,13.0,7.0
AAP Ferg,Huncho Jack,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,6extd4B6hl8VTmnlhpl2bY,71.0,3388388.0,0.0,7.0
AAP Mob,Huncho Jack,['hip hop' 'rap' 'southern hip hop' 'trap'],7yO4IdJjCEPz7YgZMe25iS,6extd4B6hl8VTmnlhpl2bY,60.0,1937722.0,0.0,4.0
Mike WiLL Made-It,Huncho Jack,['atl hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],0NWbwDZY1VkRqFafuQm6wk,6extd4B6hl8VTmnlhpl2bY,64.0,1418013.0,0.0,5.0
Sheck Wes,Huncho Jack,['rap' 'trap' 'underground hip hop' 'vapor trap'],2RDOrhPqAM4jzTRCEb19qX,6extd4B6hl8VTmnlhpl2bY,65.0,1312780.0,0.0,4.0
Lil Yachty,Huncho Jack,['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'trap' 'viral rap'],6icQOAFXDZKsumw3YXyusw,6extd4B6hl8VTmnlhpl2bY,76.0,8235611.0,0.0,6.0
88GLAM,Huncho Jack,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,6extd4B6hl8VTmnlhpl2bY,57.0,423594.0,0.0,9.0
Rich The Kid,Huncho Jack,"['atl hip hop' 'hip hop' 'melodic rap' 'plugg' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'vapor trap' 'viral rap']",1pPmIToKXyGdsCF6LmqLmI,6extd4B6hl8VTmnlhpl2bY,68.0,2883004.0,0.0,10.0
Rae Sremmurd,Huncho Jack,"['hip hop' 'melodic rap' 'mississippi hip hop' 'pop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",7iZtZyCzp3LItcw1wtPI3D,6extd4B6hl8VTmnlhpl2bY,72.0,6925950.0,0.0,8.0
Famous Dex,Huncho Jack,"['chicago rap' 'drill' 'rap' 'southern hip hop' 'trap'
 'underground hip hop' 'vapor trap' 'viral rap']",0WOxhx4hikIsyF3CRPLC8W,6extd4B6hl8VTmnlhpl2bY,60.0,2395401.0,0.0,8.0
Metro Boomin,Huncho Jack,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,6extd4B6hl8VTmnlhpl2bY,78.0,3019803.0,0.0,4.0
Migos,Huncho Jack,['atl hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6oMuImdp5ZcFhWP0ESe6mG,6extd4B6hl8VTmnlhpl2bY,77.0,12488579.0,0.0,5.0
Swae Lee,Huncho Jack,['melodic rap' 'trap'],1zNqQNIdeOUZHb8zbZRFMX,6extd4B6hl8VTmnlhpl2bY,77.0,1515699.0,0.0,2.0
Young Thug,Huncho Jack,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,6extd4B6hl8VTmnlhpl2bY,84.0,7394197.0,0.0,9.0
AAP ANT,Huncho Jack,"['baltimore hip hop' 'drill' 'rap' 'trap' 'underground hip hop'
 'vapor trap']",45m1IiS45uD1HcPlYkNWKj,6extd4B6hl8VTmnlhpl2bY,59.0,236051.0,0.0,6.0
Ugly God,Huncho Jack,['meme rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],3Fdm9TFJQCLmC3AWMuGExi,6extd4B6hl8VTmnlhpl2bY,52.0,2035902.0,0.0,5.0
Yung Bans,Huncho Jack,['plugg' 'rap' 'trap' 'underground hip hop' 'vapor trap'],6WkUZyqghQei2G809wMKuZ,6extd4B6hl8VTmnlhpl2bY,56.0,706946.0,0.0,5.0
21 Savage,Huncho Jack,['atl hip hop' 'rap' 'trap'],1URnnhqYAYcrqrcwql10ft,6extd4B6hl8VTmnlhpl2bY,86.0,11513911.0,0.0,3.0
Landon Cube,Tyla Yaweh,['emo rap' 'sad rap' 'vapor trap'],04ei5kNgmDuNAydFhhIHnD,1MXZ0hsGic96dWRDKwAwdr,60.0,346095.0,0.0,3.0
SAINt JHN,Tyla Yaweh,['melodic rap' 'pop rap' 'rap' 'slap house' 'trap'],0H39MdGGX6dbnnQPt6NQkZ,1MXZ0hsGic96dWRDKwAwdr,70.0,883796.0,0.0,5.0
Flipp Dinero,Tyla Yaweh,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2HUwZ0kumzCSlhFcjFZfpp,1MXZ0hsGic96dWRDKwAwdr,60.0,1102904.0,0.0,6.0
GASHI,Tyla Yaweh,['pop rap' 'trap soul'],0JOxt5QOwq0czoJxvSc5hS,1MXZ0hsGic96dWRDKwAwdr,60.0,223714.0,0.0,2.0
88GLAM,Tyla Yaweh,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,1MXZ0hsGic96dWRDKwAwdr,57.0,423594.0,0.0,9.0
PnB Rock,Tyla Yaweh,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap'],21WS9wngs9AqFckK7yYJPM,1MXZ0hsGic96dWRDKwAwdr,69.0,3393055.0,2.0,5.0
Lil Mosey,Tyla Yaweh,['melodic rap' 'rap' 'rap conscient' 'trap' 'vapor trap'],5zctI4wO9XSKS8XwcnqEHk,1MXZ0hsGic96dWRDKwAwdr,71.0,4693571.0,0.0,5.0
Arizona Zervas,Tyla Yaweh,['pop rap' 'rhode island rap' 'viral rap'],0vRvGUQVUjytro0xpb26bs,1MXZ0hsGic96dWRDKwAwdr,67.0,682238.0,0.0,3.0
Swae Lee,Tyla Yaweh,['melodic rap' 'trap'],1zNqQNIdeOUZHb8zbZRFMX,1MXZ0hsGic96dWRDKwAwdr,77.0,1515699.0,0.0,2.0
Vory,Tyla Yaweh,['kentucky hip hop' 'pop rap' 'trap soul' 'underground hip hop'],0GeeIVcvGA8GSlWsoY1dkG,1MXZ0hsGic96dWRDKwAwdr,60.0,95976.0,0.0,4.0
